"Customer","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Churned","Pred_Prob","Risk_Level"
4698,38,"F",2,"Uneducated","Single","$40K - $60K",31,5,2,2,12228,2137,10091,0.553,3831,68,0.511,0.175,0,0.0386258982399859,"Low"
4699,55,"F",2,"Graduate","Single","Less than $40K",42,4,3,3,1724,0,1724,0.936,4434,67,0.811,0,0,0.204521703050669,"Low"
4700,47,"F",3,"Graduate","Single","Less than $40K",39,3,3,3,1438.3,0,1438.3,0.502,2476,32,0.778,0,1,0.79088217003609,"Very High"
4701,38,"M",1,"Graduate","Single","$80K - $120K",25,5,0,1,16665,1147,15518,0.799,4657,78,0.696,0.069,0,0.0139092277459811,"Low"
4702,52,"M",3,"Uneducated","Single","$120K +",48,5,3,4,20974,0,20974,0,1246,27,0,0,1,0.69609097471531,"High"
4703,43,"F",5,"Unknown","Single","Less than $40K",26,6,0,3,3139,1089,2050,1.034,4648,80,0.778,0.347,0,0.025729418585241,"Low"
4704,54,"M",2,"Unknown","Single","$120K +",36,5,1,2,19865,0,19865,0.59,4350,83,0.766,0,0,0.0124851433291147,"Low"
4705,42,"F",5,"High School","Divorced","Less than $40K",36,5,2,3,2069,1288,781,0.81,5668,82,0.64,0.623,0,0.0156718782227229,"Low"
4706,35,"F",1,"College","Single","Less than $40K",25,2,2,4,2231,1791,440,0.82,2576,42,0.75,0.803,1,0.184081769147845,"Low"
4707,62,"F",0,"High School","Single","Unknown",51,3,1,4,33371,0,33371,0.649,3638,67,0.634,0,0,0.0588316520752674,"Low"
4708,48,"F",3,"College","Married","Less than $40K",36,4,1,2,2544,0,2544,0.759,3593,64,1,0,0,0.126039178725877,"Low"
4709,41,"M",4,"High School","Single","$120K +",28,5,1,4,34516,0,34516,0.791,4004,86,0.755,0,0,0.0101863946079015,"Low"
4710,49,"F",2,"Graduate","Unknown","$40K - $60K",36,6,3,1,5370,653,4717,0.782,4504,81,0.929,0.122,0,0.0144478481564897,"Low"
4711,54,"M",0,"Graduate","Single","$80K - $120K",42,3,1,1,22437,1389,21048,0.917,3283,50,1.273,0.062,0,0.0907939754291727,"Low"
4712,53,"F",3,"College","Married","Less than $40K",43,3,2,2,3573,0,3573,0.842,2562,36,0.44,0,1,0.593810109205863,"High"
4713,51,"M",2,"Graduate","Divorced","$60K - $80K",41,4,3,1,1959,0,1959,0.454,3737,71,0.614,0,0,0.0461348290540663,"Low"
4714,59,"F",0,"Graduate","Married","Less than $40K",48,3,3,4,1661,0,1661,0.672,4338,77,0.925,0,0,0.128286584393592,"Low"
4715,39,"F",3,"Uneducated","Single","Unknown",27,6,2,1,5363,0,5363,0.67,4121,78,0.625,0,0,0.0233253949939032,"Low"
4716,65,"F",2,"College","Single","$40K - $60K",54,4,3,2,3009,721,2288,0.68,4070,71,0.614,0.24,0,0.0412454970549306,"Low"
4717,47,"M",4,"High School","Single","$40K - $60K",32,3,3,4,18535,1192,17343,0.646,3780,70,0.667,0.064,0,0.0782805508911276,"Low"
4718,42,"M",3,"High School","Single","Less than $40K",24,4,3,2,2171,1415,756,0.773,4992,77,0.833,0.652,0,0.0110335616272326,"Low"
4719,45,"M",5,"Unknown","Married","$80K - $120K",39,2,2,3,34516,1964,32552,0.624,2234,49,0.361,0.057,1,0.0939246418266207,"Low"
4720,57,"F",0,"Unknown","Married","Less than $40K",42,5,1,4,2376,1515,861,0.72,3795,71,0.614,0.638,0,0.0319790292404786,"Low"
4721,51,"F",3,"Uneducated","Married","Less than $40K",43,4,3,2,2882,0,2882,0.722,4446,68,0.744,0,0,0.120083070242832,"Low"
4722,50,"F",1,"Graduate","Single","Less than $40K",37,4,3,4,3277,2481,796,0.606,3965,59,0.844,0.757,0,0.0743546756155949,"Low"
4723,47,"M",2,"Unknown","Married","$80K - $120K",36,6,2,1,2514,1845,669,0.683,3696,71,0.614,0.734,0,0.00560665386570211,"Low"
4724,57,"F",5,"Graduate","Married","$40K - $60K",49,4,2,2,3301,2517,784,0.842,3939,69,1.226,0.762,0,0.010852837630426,"Low"
4725,48,"M",3,"Post-Graduate","Single","$60K - $80K",34,4,3,2,12391,784,11607,0.875,4376,86,0.72,0.063,0,0.0112857135408386,"Low"
4726,47,"F",2,"Doctorate","Single","Less than $40K",37,4,3,2,2168,1485,683,0.546,3828,86,0.72,0.685,0,0.00250814723249376,"Low"
4727,42,"F",3,"Unknown","Married","Unknown",31,3,1,4,7762,1319,6443,0.793,5153,77,0.75,0.17,0,0.0864357043512471,"Low"
4728,45,"F",3,"Doctorate","Divorced","Unknown",33,6,3,2,12587,815,11772,0.576,3914,83,0.766,0.065,0,0.0123231516460492,"Low"
4729,52,"M",2,"Unknown","Married","$60K - $80K",36,6,3,4,14785,1088,13697,0.961,4354,70,0.489,0.074,0,0.112405663126378,"Low"
4730,37,"M",2,"High School","Single","$60K - $80K",21,5,2,2,3433,964,2469,0.526,4444,87,0.642,0.281,0,0.00876391838655166,"Low"
4731,60,"F",1,"Unknown","Single","$40K - $60K",41,3,2,4,2425,0,2425,0.187,1522,36,0.2,0,1,0.722605580949626,"High"
4732,63,"M",0,"Graduate","Single","$60K - $80K",51,3,3,3,11619,0,11619,0.631,2395,49,0.361,0,1,0.287427508206137,"Medium"
4733,62,"F",0,"High School","Single","Less than $40K",50,3,3,3,3989,0,3989,0.997,4274,68,0.545,0,0,0.162761543669515,"Low"
4734,47,"F",1,"Unknown","Single","Less than $40K",37,4,2,1,2173,596,1577,0.81,2738,45,0.406,0.274,1,0.161785811709748,"Low"
4735,50,"F",0,"Graduate","Married","Less than $40K",43,4,1,2,2393,1499,894,0.784,4755,82,0.745,0.626,0,0.00647382840756222,"Low"
4736,39,"F",2,"Graduate","Married","Less than $40K",29,3,2,2,1677,0,1677,0.869,2437,41,0.708,0,1,0.479811715788814,"Medium"
4737,40,"F",3,"Uneducated","Single","Less than $40K",27,5,4,2,2035,0,2035,0.779,4107,82,0.783,0,0,0.0294240545154239,"Low"
4738,39,"M",3,"College","Single","$120K +",30,4,2,1,8842,0,8842,0.624,4493,79,0.756,0,0,0.0208751797529033,"Low"
4739,42,"F",2,"Unknown","Unknown","Less than $40K",23,6,3,1,2483,1297,1186,0.744,3478,64,0.939,0.522,0,0.0187022361104472,"Low"
4740,65,"M",0,"Graduate","Single","$40K - $60K",49,3,2,3,13921,1201,12720,0.556,4351,75,0.923,0.086,0,0.0455786975711981,"Low"
4741,32,"F",1,"Graduate","Single","Less than $40K",36,3,3,6,2761,0,2761,1.047,2753,43,0.654,0,1,0.848761534097896,"Very High"
4742,47,"F",2,"Post-Graduate","Single","$40K - $60K",40,5,3,2,2623,1647,976,0.735,4388,83,0.804,0.628,0,0.00493484965613789,"Low"
4743,49,"F",4,"Unknown","Divorced","Less than $40K",43,5,1,2,3232,824,2408,0.796,3915,74,0.644,0.255,0,0.0274823024173,"Low"
4744,48,"M",3,"Graduate","Single","$60K - $80K",42,3,2,4,19075,0,19075,0.807,2013,32,0.455,0,1,0.678522250717546,"High"
4745,45,"M",4,"College","Married","$80K - $120K",31,4,3,3,31978,1659,30319,0.556,2333,51,1.217,0.052,0,0.0923164312511179,"Low"
4746,62,"M",1,"Graduate","Single","$120K +",53,4,3,4,34516,2061,32455,0.564,3820,76,0.767,0.06,0,0.0213524380544302,"Low"
4747,45,"F",3,"High School","Unknown","Less than $40K",33,5,1,1,6225,1596,4629,0.826,4129,71,0.651,0.256,0,0.0217420691855334,"Low"
4748,49,"F",4,"Unknown","Single","Unknown",31,6,3,3,2672,0,2672,1.038,2576,39,0.5,0,1,0.648137861592678,"High"
4749,41,"F",4,"Graduate","Divorced","$40K - $60K",33,1,3,1,10360,2517,7843,0.632,2414,28,0.273,0.243,1,0.40278083231159,"Medium"
4750,50,"M",2,"High School","Married","$120K +",38,5,6,0,10747,1027,9720,0.925,4538,63,0.658,0.096,0,0.0440754543070385,"Low"
4751,46,"M",5,"Uneducated","Single","$60K - $80K",33,4,1,3,3135,0,3135,0.572,4116,68,0.7,0,0,0.159378955754425,"Low"
4752,42,"F",3,"Uneducated","Single","Less than $40K",22,4,1,4,1438.3,860,578.3,0.761,4754,79,0.837,0.598,0,0.0254926385349619,"Low"
4753,41,"F",4,"Uneducated","Unknown","Less than $40K",32,4,3,1,3189,0,3189,0.91,4813,86,0.755,0,0,0.0157482712262925,"Low"
4754,65,"M",1,"Uneducated","Single","Less than $40K",55,3,2,4,8963,0,8963,0.744,4511,76,0.689,0,0,0.108903185375478,"Low"
4755,55,"M",1,"Uneducated","Single","$60K - $80K",48,5,2,2,1723,0,1723,1.038,2574,43,0.72,0,1,0.443930041809467,"Medium"
4756,36,"F",3,"Uneducated","Married","Unknown",23,6,6,1,2161,1404,757,0.68,4389,77,0.878,0.65,0,0.00534220472313436,"Low"
4757,46,"F",3,"Graduate","Single","Less than $40K",27,6,3,3,3901,1001,2900,0.822,4313,72,1.323,0.257,0,0.0598365515031558,"Low"
4758,58,"F",1,"Doctorate","Married","Less than $40K",48,4,2,2,1438.3,801,637.3,0.595,4223,60,0.579,0.557,0,0.0567333466262834,"Low"
4759,42,"F",3,"Uneducated","Divorced","Less than $40K",38,5,2,2,3131,849,2282,0.992,3108,62,0.59,0.271,0,0.0602061173507096,"Low"
4760,38,"F",2,"Graduate","Single","$40K - $60K",36,6,2,3,2331,1709,622,0.851,4417,69,0.816,0.733,0,0.0241902700968604,"Low"
4761,29,"F",1,"Uneducated","Married","Less than $40K",18,3,3,3,1895,1146,749,0.685,4333,72,0.714,0.605,0,0.0254566448558641,"Low"
4762,46,"F",4,"Unknown","Divorced","Unknown",40,5,2,3,26496,1406,25090,0.96,3691,75,0.705,0.053,0,0.0209157268905888,"Low"
4763,55,"F",2,"Graduate","Single","Less than $40K",49,2,1,2,1583,234,1349,0.639,2541,36,0.385,0.148,1,0.511105092597704,"High"
4764,57,"F",2,"High School","Married","Less than $40K",36,4,2,2,1438.3,904,534.3,0.761,3887,79,0.837,0.629,0,0.00628636271736456,"Low"
4765,45,"F",4,"Graduate","Single","Less than $40K",36,5,3,2,2072,1544,528,0.903,4210,64,0.939,0.745,0,0.0221534536167857,"Low"
4766,47,"F",1,"Doctorate","Divorced","Less than $40K",37,6,3,3,2707,1367,1340,0.794,4646,73,0.78,0.505,0,0.03338993251158,"Low"
4767,43,"F",3,"High School","Married","Less than $40K",31,3,3,4,13608,1190,12418,0.553,3118,76,0.767,0.087,0,0.0402585989874255,"Low"
4768,52,"F",3,"Unknown","Single","Unknown",36,3,1,2,10273,1657,8616,0.71,3778,70,0.591,0.161,0,0.035540553636793,"Low"
4769,64,"F",0,"High School","Single","Less than $40K",56,6,6,1,2609,1115,1494,0.753,4546,59,0.903,0.427,0,0.0606581139598697,"Low"
4770,52,"F",2,"Graduate","Married","Less than $40K",39,4,1,3,8431,1862,6569,0.59,2008,37,0.682,0.221,0,0.414107944775356,"Medium"
4771,61,"M",0,"High School","Divorced","$60K - $80K",51,6,3,4,5852,1935,3917,0.829,3689,55,0.618,0.331,0,0.241681521473641,"Low"
4772,40,"F",3,"Uneducated","Married","Less than $40K",35,5,2,4,3140,2183,957,0.58,5109,78,0.733,0.695,0,0.022875048722348,"Low"
4773,50,"M",4,"Unknown","Married","$40K - $60K",35,6,1,5,12914,1227,11687,0.392,2082,54,0.459,0.095,1,0.285966432039534,"Medium"
4774,45,"F",5,"Graduate","Single","Less than $40K",34,5,1,0,8694,961,7733,0.551,1753,49,0.441,0.111,0,0.0573969344255752,"Low"
4775,36,"F",1,"Unknown","Single","Less than $40K",24,2,1,2,1735,0,1735,0.74,2467,35,0.346,0,1,0.629491649841425,"High"
4776,51,"F",3,"High School","Single","Unknown",46,4,1,4,2286,1641,645,0.947,4321,89,0.712,0.718,0,0.00540661657280683,"Low"
4777,43,"F",2,"Graduate","Married","Less than $40K",36,5,2,4,3589,1808,1781,0.75,4262,70,0.667,0.504,0,0.0580149627219204,"Low"
4778,51,"F",2,"Unknown","Single","Less than $40K",39,5,2,4,2673,1275,1398,0.691,4119,75,1.027,0.477,0,0.0381884671591514,"Low"
4779,47,"M",2,"Unknown","Married","$80K - $120K",36,3,1,3,9437,2024,7413,0.664,4715,78,0.696,0.214,0,0.0344250526072679,"Low"
4780,39,"F",2,"High School","Single","$40K - $60K",28,3,2,2,2751,2258,493,0.634,4386,67,0.675,0.821,0,0.0138646038331131,"Low"
4781,40,"M",1,"High School","Single","$40K - $60K",28,6,2,1,11557,1050,10507,0.754,4064,75,0.786,0.091,0,0.0175654629763568,"Low"
4782,38,"F",2,"High School","Married","Unknown",27,5,2,1,14831,1302,13529,0.916,4467,73,0.698,0.088,0,0.0217689861915622,"Low"
4783,51,"F",2,"Graduate","Single","$40K - $60K",36,3,1,4,1495,0,1495,0.528,2220,50,0.562,0,1,0.474334555948168,"Medium"
4784,44,"M",5,"Unknown","Married","$60K - $80K",34,5,3,2,2791,1979,812,0.807,4617,70,0.628,0.709,0,0.0155545548754892,"Low"
4785,38,"M",3,"Graduate","Single","$120K +",29,4,3,0,9703,941,8762,0.721,4190,81,1.025,0.097,0,0.00683502328149128,"Low"
4786,47,"M",5,"Unknown","Single","$120K +",39,6,3,1,3889,1839,2050,0.911,4423,63,0.703,0.473,0,0.0326833166071049,"Low"
4787,32,"F",0,"Unknown","Single","Unknown",26,6,2,4,14140,845,13295,0.715,5036,76,0.689,0.06,0,0.0906287781224106,"Low"
4788,53,"M",3,"Post-Graduate","Married","$80K - $120K",47,5,2,1,9106,975,8131,0.588,3863,74,0.644,0.107,0,0.0191804146285708,"Low"
4789,40,"F",3,"Uneducated","Married","Less than $40K",34,5,1,2,2694,0,2694,0.872,2684,38,0.31,0,1,0.568189619113682,"High"
4790,45,"M",3,"Graduate","Divorced","$60K - $80K",36,6,3,2,19629,0,19629,0.766,4073,79,0.881,0,0,0.0166922436723041,"Low"
4791,41,"M",4,"Graduate","Single","$40K - $60K",36,3,1,1,6507,1452,5055,0.802,4544,89,0.854,0.223,0,0.00471398781802427,"Low"
4792,53,"F",2,"College","Single","Unknown",49,2,2,4,10195,0,10195,0.629,2489,54,0.385,0,1,0.306314710404672,"Medium"
4793,44,"F",5,"College","Married","Less than $40K",34,4,1,2,2096,1711,385,0.746,3692,68,0.744,0.816,0,0.00982822218970658,"Low"
4794,39,"F",2,"Graduate","Single","$40K - $60K",36,5,1,1,11314,0,11314,0.674,3761,70,0.628,0,0,0.0329568265750245,"Low"
4795,50,"F",1,"Uneducated","Single","Less than $40K",37,6,1,1,1837,665,1172,0.844,4752,88,0.66,0.362,0,0.00480761279286713,"Low"
4796,39,"M",3,"Unknown","Single","$60K - $80K",23,1,2,3,7821,2517,5304,0.408,2010,43,0.344,0.322,1,0.230289788618365,"Low"
4797,44,"F",3,"Graduate","Married","Less than $40K",36,6,3,4,1984,0,1984,0.89,2506,46,0.643,0,1,0.597537267363284,"High"
4798,56,"F",3,"Post-Graduate","Single","Less than $40K",36,4,3,0,2535,1699,836,0.72,4497,68,0.789,0.67,0,0.00787190954868063,"Low"
4799,63,"M",0,"Uneducated","Single","$40K - $60K",36,3,3,3,1970,1224,746,0.54,4533,65,0.625,0.621,0,0.0517324493335916,"Low"
4800,50,"M",1,"Unknown","Married","$120K +",38,4,5,3,34516,2076,32440,0.812,3647,65,0.667,0.06,0,0.0363335692783976,"Low"
4801,40,"F",3,"Graduate","Single","Less than $40K",29,5,1,4,2694,1833,861,1.044,3366,56,1.074,0.68,0,0.0974436378943506,"Low"
4802,48,"M",3,"Unknown","Single","$60K - $80K",40,6,3,3,4476,0,4476,0.683,3350,67,0.634,0,0,0.12413512500061,"Low"
4803,53,"F",2,"Uneducated","Single","$40K - $60K",47,1,2,3,1699,0,1699,0.602,2520,49,0.531,0,1,0.409361060986451,"Medium"
4804,44,"F",1,"Uneducated","Married","Less than $40K",36,3,2,4,1953,1762,191,0.743,4590,91,0.655,0.902,0,0.00298246858960334,"Low"
4805,56,"F",2,"Graduate","Unknown","Unknown",45,5,1,3,5264,0,5264,0.852,4943,70,0.795,0,0,0.165629360307434,"Low"
4806,40,"F",3,"Uneducated","Single","Unknown",36,3,2,2,3698,478,3220,0.611,2051,31,0.632,0.129,1,0.571411756269052,"High"
4807,41,"M",4,"Graduate","Single","$120K +",35,5,3,3,34516,825,33691,0.982,3127,51,0.962,0.024,0,0.119910138575877,"Low"
4808,40,"F",4,"Unknown","Married","Less than $40K",28,4,1,1,2712,0,2712,0.835,5207,79,0.927,0,0,0.0375676543460637,"Low"
4809,45,"F",4,"High School","Divorced","Less than $40K",36,3,1,4,5486,685,4801,0.879,2965,70,0.556,0.125,0,0.0875014298145802,"Low"
4810,40,"F",2,"Post-Graduate","Married","Less than $40K",32,3,3,0,2107,941,1166,0.975,4858,73,0.738,0.447,0,0.0107327058504182,"Low"
4811,52,"M",3,"Uneducated","Unknown","$120K +",45,4,1,2,18096,2404,15692,0.734,3880,68,0.478,0.133,0,0.0335033245155816,"Low"
4812,59,"F",2,"Unknown","Single","Unknown",45,1,3,3,2721,1885,836,0.853,2594,48,0.455,0.693,1,0.0934440461873383,"Low"
4813,49,"F",2,"High School","Divorced","Less than $40K",36,6,3,3,2976,2257,719,0.75,3837,57,0.781,0.758,0,0.0549390554732464,"Low"
4814,47,"M",2,"Graduate","Divorced","$80K - $120K",40,6,1,3,16741,1225,15516,0.641,3608,56,0.514,0.073,0,0.174286902999179,"Low"
4815,42,"F",3,"Graduate","Divorced","Less than $40K",36,5,2,3,3714,2517,1197,0.857,4715,85,0.848,0.678,0,0.00615849779173506,"Low"
4816,41,"F",5,"Graduate","Married","Less than $40K",28,6,2,2,6936,0,6936,0.883,2874,44,0.63,0,1,0.388262726883493,"Medium"
4817,43,"M",5,"High School","Married","$120K +",37,4,3,4,11099,0,11099,0.89,3980,77,0.75,0,0,0.0735990224658188,"Low"
4818,40,"F",4,"Graduate","Single","Less than $40K",20,6,4,3,15987,1965,14022,0.722,4542,70,0.591,0.123,0,0.0649145269475275,"Low"
4819,45,"F",1,"High School","Unknown","Less than $40K",35,4,4,4,4406,1247,3159,1.037,3964,76,0.854,0.283,0,0.0511106111804032,"Low"
4820,43,"M",2,"High School","Married","$120K +",23,3,3,2,34516,1153,33363,0.89,4486,71,0.69,0.033,0,0.0193271246242619,"Low"
4821,48,"F",2,"Graduate","Married","Unknown",40,3,2,4,5104,736,4368,0.679,3943,78,0.696,0.144,0,0.0591699187848719,"Low"
4822,46,"F",1,"Uneducated","Single","$40K - $60K",30,3,2,1,7195,0,7195,1.035,2751,47,1.136,0,1,0.213934712998282,"Low"
4823,41,"F",3,"Doctorate","Married","Less than $40K",36,3,1,1,1956,1053,903,0.941,4924,70,0.795,0.538,0,0.0185721825215925,"Low"
4824,38,"F",3,"Post-Graduate","Married","Less than $40K",32,4,3,2,3317,2517,800,0.862,3772,74,1,0.759,0,0.006204331951105,"Low"
4825,45,"F",0,"Unknown","Married","$40K - $60K",30,3,2,4,2759,0,2759,0.535,2061,47,0.424,0,1,0.516999148736213,"High"
4826,44,"F",2,"Graduate","Married","Unknown",36,3,1,2,6038,0,6038,0.666,4375,81,0.688,0,0,0.0299104219310597,"Low"
4827,35,"F",2,"Uneducated","Single","Less than $40K",36,3,2,1,2942,2100,842,0.694,4548,71,0.821,0.714,0,0.00832399437725334,"Low"
4828,49,"F",4,"Graduate","Married","Less than $40K",39,4,2,3,5095,0,5095,0.729,3808,89,0.508,0,0,0.0181031534303369,"Low"
4829,47,"F",4,"Graduate","Unknown","Less than $40K",35,4,2,4,1438.3,0,1438.3,0.571,3778,69,0.816,0,0,0.207236771285857,"Low"
4830,48,"M",3,"High School","Single","$80K - $120K",36,3,3,4,10111,868,9243,0.748,4791,68,0.889,0.086,0,0.184680926805906,"Low"
4831,50,"F",4,"Graduate","Single","Less than $40K",44,2,3,2,3201,2517,684,0.445,1880,42,0.355,0.786,1,0.0603134301383571,"Low"
4832,44,"M",4,"Uneducated","Unknown","$60K - $80K",36,6,1,3,2761,0,2761,0.619,3706,65,0.585,0,0,0.179755745259411,"Low"
4833,37,"M",3,"Graduate","Divorced","$40K - $60K",36,5,2,0,5987,1405,4582,0.952,4011,72,0.674,0.235,0,0.0125406487753694,"Low"
4834,47,"F",3,"High School","Single","Unknown",41,5,1,3,5630,748,4882,0.804,4904,81,0.761,0.133,0,0.0417033098484982,"Low"
4835,35,"F",1,"Graduate","Single","Unknown",36,6,2,3,6622,2126,4496,1.041,3668,60,0.818,0.321,0,0.104918387427618,"Low"
4836,51,"M",0,"Graduate","Married","$120K +",36,4,2,3,18733,1292,17441,0.442,5080,85,0.491,0.069,0,0.0194185942114192,"Low"
4837,36,"F",3,"Graduate","Single","$40K - $60K",18,4,3,3,2265,1345,920,0.808,4009,73,0.49,0.594,0,0.0204451880141626,"Low"
4838,33,"F",2,"Unknown","Married","$40K - $60K",19,4,3,4,2907,1537,1370,0.79,4390,76,1,0.529,0,0.0331813379127128,"Low"
4839,32,"F",0,"Uneducated","Married","Unknown",36,6,3,2,8791,0,8791,0.894,2579,51,0.594,0,1,0.202256268634215,"Low"
4840,59,"F",0,"Doctorate","Married","Less than $40K",52,6,4,2,2302,0,2302,0.52,2256,40,0.667,0,1,0.477957275631457,"Medium"
4841,51,"F",2,"Unknown","Unknown","$40K - $60K",44,4,6,4,5489,1665,3824,0.742,4010,75,0.786,0.303,0,0.0515507077549817,"Low"
4842,50,"F",1,"High School","Married","Less than $40K",32,4,1,3,2055,1276,779,0.869,5025,70,0.707,0.621,0,0.0389895306603704,"Low"
4843,39,"F",1,"Post-Graduate","Married","$40K - $60K",36,5,3,2,2147,771,1376,0.69,4631,76,0.767,0.359,0,0.023950374832879,"Low"
4844,49,"F",4,"Unknown","Divorced","Less than $40K",45,3,3,3,1757,1307,450,0.769,4750,72,0.756,0.744,0,0.020638670083866,"Low"
4845,43,"M",3,"College","Married","$80K - $120K",25,3,3,3,2900,2517,383,0.719,2180,31,0.409,0.868,1,0.221683744482406,"Low"
4846,41,"F",2,"Graduate","Single","Less than $40K",29,4,2,3,2670,2079,591,0.649,3895,59,0.788,0.779,0,0.0445370843410004,"Low"
4847,51,"M",2,"Unknown","Divorced","$80K - $120K",38,4,2,3,21382,1692,19690,0.731,3060,66,0.65,0.079,0,0.0458533830187559,"Low"
4848,54,"F",0,"College","Married","$40K - $60K",46,6,2,3,2254,533,1721,1.043,4913,84,0.909,0.236,0,0.0276418875282585,"Low"
4849,40,"F",5,"Unknown","Single","Unknown",31,6,3,1,4433,1488,2945,0.669,3847,76,0.9,0.336,0,0.0102701112823869,"Low"
4850,55,"F",2,"Graduate","Married","Less than $40K",36,4,2,4,1438.3,739,699.3,0.727,4078,77,0.54,0.514,0,0.0296175879417944,"Low"
4851,49,"F",2,"Graduate","Unknown","Less than $40K",29,6,3,3,2520,1473,1047,0.515,2061,36,0.241,0.585,1,0.273472546260428,"Medium"
4852,41,"F",3,"Graduate","Single","$40K - $60K",31,4,3,2,5655,1154,4501,0.702,2189,51,0.7,0.204,1,0.12256631175851,"Low"
4853,48,"M",4,"Unknown","Divorced","$60K - $80K",31,4,1,1,1438.3,0,1438.3,0.836,4509,74,0.451,0,0,0.0485166904869794,"Low"
4854,44,"F",3,"Unknown","Single","Less than $40K",34,3,3,4,2786,1635,1151,0.921,4532,82,1,0.587,0,0.0167404714493004,"Low"
4855,51,"F",3,"High School","Divorced","Less than $40K",36,4,3,0,3961,1729,2232,0.783,4066,63,0.8,0.437,0,0.0194391481674497,"Low"
4856,43,"M",3,"Unknown","Unknown","$60K - $80K",32,4,1,3,2476,1944,532,0.881,4025,65,0.585,0.785,0,0.0261018142125918,"Low"
4857,52,"M",3,"Uneducated","Married","$80K - $120K",44,3,3,3,11606,0,11606,0.797,2623,39,0.393,0,1,0.547629643053133,"High"
4858,45,"F",3,"Unknown","Married","Unknown",36,6,1,3,8459,757,7702,0.648,4677,87,0.673,0.089,0,0.020939251520296,"Low"
4859,48,"F",2,"Graduate","Single","Unknown",29,6,1,2,9554,2337,7217,0.79,4049,71,0.69,0.245,0,0.0295557306924608,"Low"
4860,50,"M",2,"Uneducated","Single","$60K - $80K",43,4,3,3,4388,642,3746,0.815,3836,81,0.723,0.146,0,0.0275436644871736,"Low"
4861,43,"M",2,"Graduate","Married","$60K - $80K",28,6,3,2,19826,1389,18437,0.614,3561,73,0.659,0.07,0,0.0197869114515618,"Low"
4862,34,"F",1,"Graduate","Married","$40K - $60K",27,3,1,3,2173,0,2173,0.922,4392,83,0.766,0,0,0.0473924128328777,"Low"
4863,48,"F",3,"Unknown","Unknown","$40K - $60K",36,6,2,2,2545,1894,651,0.911,4660,68,0.789,0.744,0,0.0176814750425314,"Low"
4864,49,"F",4,"Graduate","Married","Less than $40K",38,5,2,4,1757,0,1757,0.89,2557,45,0.406,0,1,0.629061699398589,"High"
4865,54,"M",2,"Graduate","Married","$80K - $120K",37,3,2,3,3164,2201,963,0.679,4410,86,0.623,0.696,0,0.00478293907020037,"Low"
4866,44,"F",2,"Graduate","Married","Less than $40K",40,6,2,2,6022,871,5151,0.6,3745,74,0.423,0.145,0,0.0304591723391978,"Low"
4867,46,"F",3,"College","Married","Less than $40K",36,2,3,4,1804,0,1804,0.537,2077,44,0.419,0,1,0.604032264868712,"High"
4868,53,"M",2,"Uneducated","Divorced","$120K +",42,4,2,2,22664,0,22664,0.749,4586,89,0.745,0,0,0.00663200529874146,"Low"
4869,39,"M",3,"Graduate","Single","$60K - $80K",36,5,3,4,2527,2204,323,0.9,4598,85,0.771,0.872,0,0.00576652136543827,"Low"
4870,49,"F",0,"Doctorate","Married","Less than $40K",40,3,4,4,3547,2517,1030,0.805,2715,45,0.731,0.71,1,0.178208232755461,"Low"
4871,52,"F",1,"College","Single","Less than $40K",43,5,2,3,1438.3,604,834.3,0.81,4219,83,0.694,0.42,0,0.0141718282416641,"Low"
